DATE,GBPUSD
15/12/14,1.5663
16/12/14,1.5736
17/12/14,1.5652
18/12/14,1.5662
19/12/14,1.5609
22/12/14,1.5618
23/12/14,1.5517
24/12/14,1.5549
25/12/14,.
26/12/14,.
29/12/14,1.5524
30/12/14,1.5573
31/12/14,1.5578
01/01/15,.
02/01/15,1.5361
05/01/15,1.5234
06/01/15,1.5174
07/01/15,1.5073
08/01/15,1.5118
09/01/15,1.5151
12/01/15,1.5168
13/01/15,1.5166
14/01/15,1.5234
15/01/15,1.5161
16/01/15,1.5132
19/01/15,.
20/01/15,1.5162
21/01/15,1.5118
22/01/15,1.5052
23/01/15,1.5022
26/01/15,1.5088
27/01/15,1.5196
28/01/15,1.5165
29/01/15,1.5043
30/01/15,1.5026
02/02/15,1.5027
03/02/15,1.5129
04/02/15,1.5209
05/02/15,1.5293
06/02/15,1.5247
09/02/15,1.5217
10/02/15,1.5252
11/02/15,1.5232
12/02/15,1.538
13/02/15,1.5394
16/02/15,.
17/02/15,1.5349
18/02/15,1.543
19/02/15,1.5451
20/02/15,1.5385
23/02/15,1.5465
24/02/15,1.5434
25/02/15,1.5499
26/02/15,1.5424
27/02/15,1.5439
02/03/15,1.5371
03/03/15,1.5391
04/03/15,1.5266
05/03/15,1.5229
06/03/15,1.5063
09/03/15,1.5097
10/03/15,1.5086
11/03/15,1.4945
12/03/15,1.4907
13/03/15,1.4755
16/03/15,1.48
17/03/15,1.4744
18/03/15,1.4686
19/03/15,1.4729
20/03/15,1.4923
23/03/15,1.4936
24/03/15,1.487
25/03/15,1.4915
26/03/15,1.4844
27/03/15,1.4878
30/03/15,1.4792
31/03/15,1.485
01/04/15,1.4823
02/04/15,1.4842
03/04/15,1.4916
06/04/15,1.4959
07/04/15,1.4857
08/04/15,1.4924
09/04/15,1.4739
10/04/15,1.4648
13/04/15,1.4658
14/04/15,1.479
15/04/15,1.4782
16/04/15,1.4923
17/04/15,1.4942
20/04/15,1.4913
21/04/15,1.4944
22/04/15,1.5027
23/04/15,1.5047
24/04/15,1.5176
27/04/15,1.5235
28/04/15,1.5328
29/04/15,1.5485
30/04/15,1.5328
01/05/15,1.5137
04/05/15,1.5118
05/05/15,1.5178
06/05/15,1.5244
07/05/15,1.5223
08/05/15,1.5455
11/05/15,1.5593
12/05/15,1.5685
13/05/15,1.5748
14/05/15,1.5766
15/05/15,1.5772
18/05/15,1.5679
19/05/15,1.5523
20/05/15,1.5544
21/05/15,1.5672
22/05/15,1.5484
25/05/15,.
26/05/15,1.5398
27/05/15,1.5324
28/05/15,1.5291
29/05/15,1.5286
01/06/15,1.5187
02/06/15,1.5331
03/06/15,1.5351
04/06/15,1.5367
05/06/15,1.5267
08/06/15,1.528
09/06/15,1.5383
10/06/15,1.553
11/06/15,1.5493
12/06/15,1.5587
15/06/15,1.5572
16/06/15,1.5637
17/06/15,1.5708
18/06/15,1.5882
19/06/15,1.5881
22/06/15,1.5823
23/06/15,1.5751
24/06/15,1.5681
25/06/15,1.5728
26/06/15,1.5739
29/06/15,1.5764
30/06/15,1.5727
01/07/15,1.5617
02/07/15,1.5614
03/07/15,.
06/07/15,1.5619
07/07/15,1.5443
08/07/15,1.5353
09/07/15,1.5375
10/07/15,1.5503
13/07/15,1.5518
14/07/15,1.5584
15/07/15,1.5621
16/07/15,1.5601
17/07/15,1.5624
20/07/15,1.5587
21/07/15,1.555
22/07/15,1.5617
23/07/15,1.5533
24/07/15,1.5514
27/07/15,1.5595
28/07/15,1.5617
29/07/15,1.5624
30/07/15,1.5581
31/07/15,1.5634
03/08/15,1.5603
04/08/15,1.5612
05/08/15,1.5604
06/08/15,1.5521
07/08/15,1.5467
10/08/15,1.5546
11/08/15,1.5572
12/08/15,1.5639
13/08/15,1.5595
14/08/15,1.5625
17/08/15,1.5598
18/08/15,1.5658
19/08/15,1.5645
20/08/15,1.5688
21/08/15,1.5698
24/08/15,1.5731
25/08/15,1.5698
26/08/15,1.5493
27/08/15,1.5411
28/08/15,1.5362
31/08/15,1.5363
01/09/15,1.5341
02/09/15,1.531
03/09/15,1.5254
04/09/15,1.5195
07/09/15,.
08/09/15,1.5381
09/09/15,1.5363
10/09/15,1.5457
11/09/15,1.5426
14/09/15,1.5423
15/09/15,1.5352
16/09/15,1.5499
17/09/15,1.5509
18/09/15,1.5573
21/09/15,1.5506
22/09/15,1.5356
23/09/15,1.5243
24/09/15,1.5254
25/09/15,1.5172
28/09/15,1.5208
29/09/15,1.5168
30/09/15,1.5116
01/10/15,1.5162
02/10/15,1.5216
05/10/15,1.5165
06/10/15,1.5227
07/10/15,1.5315
08/10/15,1.5316
09/10/15,1.5315
12/10/15,.
13/10/15,1.5242
14/10/15,1.5445
15/10/15,1.5475
16/10/15,1.5441
19/10/15,1.5471
20/10/15,1.547
21/10/15,1.5463
22/10/15,1.5399
23/10/15,1.534
26/10/15,1.5361
27/10/15,1.5312
28/10/15,1.5319
29/10/15,1.5296
30/10/15,1.5445
02/11/15,1.5428
03/11/15,1.5404
04/11/15,1.5377
05/11/15,1.5236
06/11/15,1.5071
09/11/15,1.5124
10/11/15,1.511
11/11/15,.
12/11/15,1.5206
13/11/15,1.5208
16/11/15,1.5204
17/11/15,1.5214
18/11/15,1.521
19/11/15,1.5327
20/11/15,1.5199
23/11/15,1.5125
24/11/15,1.5057
25/11/15,1.5109
26/11/15,.
27/11/15,1.504
30/11/15,1.5044
01/12/15,1.5074
02/12/15,1.4927
03/12/15,1.5088
04/12/15,1.51
07/12/15,1.5076
08/12/15,1.5
09/12/15,1.5168
10/12/15,1.5176
11/12/15,1.5213
14/12/15,1.513
15/12/15,1.5044
16/12/15,1.5013
17/12/15,1.4876
18/12/15,1.4914
21/12/15,1.4906
22/12/15,1.4811
23/12/15,1.4863
24/12/15,1.4943
25/12/15,.
28/12/15,1.4883
29/12/15,1.4794
30/12/15,1.4832
31/12/15,1.4746
01/01/16,.
04/01/16,1.4686
05/01/16,1.4664
06/01/16,1.4626
07/01/16,1.4579
08/01/16,1.4523
11/01/16,1.4564
12/01/16,1.4403
13/01/16,1.447
14/01/16,1.4409
15/01/16,1.4289
18/01/16,.
19/01/16,1.4171
20/01/16,1.4167
21/01/16,1.4198
22/01/16,1.4308
25/01/16,1.4245
26/01/16,1.4342
27/01/16,1.4261
28/01/16,1.4351
29/01/16,1.4184
01/02/16,1.4367
02/02/16,1.4399
03/02/16,1.4576
04/02/16,1.458
05/02/16,1.4468
08/02/16,1.4415
09/02/16,1.4473
10/02/16,1.4473
11/02/16,1.4448
12/02/16,1.446
15/02/16,.
16/02/16,1.429
17/02/16,1.4317
18/02/16,1.4333
19/02/16,1.4343
22/02/16,1.4157
23/02/16,1.404
24/02/16,1.3932
25/02/16,1.3937
26/02/16,1.3867
29/02/16,1.3926
01/03/16,1.3948
02/03/16,1.4059
03/03/16,1.4152
04/03/16,1.4226
07/03/16,1.4256
08/03/16,1.4225
09/03/16,1.4236
10/03/16,1.4306
11/03/16,1.4426
14/03/16,1.4324
15/03/16,1.4166
16/03/16,1.41
17/03/16,1.449
18/03/16,1.4514
21/03/16,1.4402
22/03/16,1.4217
23/03/16,1.4111
24/03/16,1.4143
25/03/16,1.4131
28/03/16,1.425
29/03/16,1.4281
30/03/16,1.439
31/03/16,1.4381
01/04/16,1.4204
04/04/16,1.4279
05/04/16,1.4149
06/04/16,1.4162
07/04/16,1.4082
08/04/16,1.4105
11/04/16,1.424
12/04/16,1.4244
13/04/16,1.4223
14/04/16,1.4148
15/04/16,1.4217
18/04/16,1.4276
19/04/16,1.4396
20/04/16,1.4375
21/04/16,1.4338
22/04/16,1.439
25/04/16,1.4492
26/04/16,1.4611
27/04/16,1.4554
28/04/16,1.4581
29/04/16,1.4625
02/05/16,1.4666
03/05/16,1.4543
04/05/16,1.4475
05/05/16,1.4486
06/05/16,1.4439
09/05/16,1.4409
10/05/16,1.4454
11/05/16,1.448
12/05/16,1.4452
13/05/16,1.4369
16/05/16,1.4411
17/05/16,1.4485
18/05/16,1.4615
19/05/16,1.4608
20/05/16,1.4513
23/05/16,1.4444
24/05/16,1.4623
25/05/16,1.4694
26/05/16,1.4673
27/05/16,1.4644
30/05/16,.
31/05/16,1.453
01/06/16,1.4395
02/06/16,1.4419
03/06/16,1.4521
06/06/16,1.445
07/06/16,1.4564
08/06/16,1.4546
09/06/16,1.4467
10/06/16,1.4342
13/06/16,1.4223
14/06/16,1.413
15/06/16,1.4185
16/06/16,1.4075
17/06/16,1.4285
20/06/16,1.4688
21/06/16,1.4668
22/06/16,1.4682
23/06/16,1.48
24/06/16,1.3639
27/06/16,1.3217
28/06/16,1.3294
29/06/16,1.351
30/06/16,1.3242
01/07/16,1.3281
04/07/16,.
05/07/16,1.3021
06/07/16,1.2921
07/07/16,1.2926
08/07/16,1.2938
11/07/16,1.2986
12/07/16,1.3237
13/07/16,1.318
14/07/16,1.3332
15/07/16,1.3194
18/07/16,1.3279
19/07/16,1.3123
20/07/16,1.3179
21/07/16,1.3216
22/07/16,1.3091
25/07/16,1.313
26/07/16,1.3133
27/07/16,1.3094
28/07/16,1.3151
29/07/16,1.327
01/08/16,1.3209
02/08/16,1.3326
03/08/16,1.3335
04/08/16,1.3143
05/08/16,1.3069
08/08/16,1.3042
09/08/16,1.301
10/08/16,1.2998
11/08/16,1.296
12/08/16,1.2934
15/08/16,1.2874
16/08/16,1.3019
17/08/16,1.3012
18/08/16,1.3147
19/08/16,1.3061
22/08/16,1.3133
23/08/16,1.3179
24/08/16,1.3236
25/08/16,1.3177
26/08/16,1.3168
29/08/16,1.3089
30/08/16,1.3084
31/08/16,1.3129
01/09/16,1.3273
02/09/16,1.3299
05/09/16,.
06/09/16,1.3429
07/09/16,1.3339
08/09/16,1.3301
09/09/16,1.3257
12/09/16,1.3313
13/09/16,1.3184
14/09/16,1.3204
15/09/16,1.3215
16/09/16,1.309
19/09/16,1.3051
20/09/16,1.2974
21/09/16,1.2978
22/09/16,1.3092
23/09/16,1.2959
26/09/16,1.2978
27/09/16,1.3005
28/09/16,1.2996
29/09/16,1.2991
30/09/16,1.3015
03/10/16,1.284
04/10/16,1.2746
05/10/16,1.2745
06/10/16,1.2647
07/10/16,1.2434
10/10/16,.
11/10/16,1.2218
12/10/16,1.2195
13/10/16,1.2201
14/10/16,1.2189
17/10/16,1.2186
18/10/16,1.231
19/10/16,1.2279
20/10/16,1.2256
21/10/16,1.221
24/10/16,1.2204
25/10/16,1.2164
26/10/16,1.2234
27/10/16,1.2173
28/10/16,1.2155
31/10/16,1.2212
01/11/16,1.2218
02/11/16,1.2315
03/11/16,1.2454
04/11/16,1.2546
07/11/16,1.2403
08/11/16,1.2372
09/11/16,1.2474
10/11/16,1.2523
11/11/16,.
14/11/16,1.2469
15/11/16,1.2422
16/11/16,1.245
17/11/16,1.245
18/11/16,1.2327
21/11/16,1.2474
22/11/16,1.2424
23/11/16,1.2458
24/11/16,.
25/11/16,1.2462
28/11/16,1.2411
29/11/16,1.2505
30/11/16,1.2481
01/12/16,1.2596
02/12/16,1.2685
05/12/16,1.2708
06/12/16,1.2706
07/12/16,1.2604
08/12/16,1.2574
09/12/16,1.259
12/12/16,1.2677
13/12/16,1.2685
14/12/16,1.2706
15/12/16,1.2389
16/12/16,1.2478
19/12/16,1.2419
20/12/16,1.2358
21/12/16,1.2348
22/12/16,1.2301
23/12/16,1.2252
26/12/16,.
27/12/16,1.2261
28/12/16,1.2222
29/12/16,1.2237
30/12/16,1.2337
02/01/17,.
03/01/17,1.2256
04/01/17,1.2299
05/01/17,1.2415
06/01/17,1.2314
09/01/17,1.2167
10/01/17,1.2165
11/01/17,1.2118
12/01/17,1.2211
13/01/17,1.2198
16/01/17,.
17/01/17,1.2388
18/01/17,1.2309
19/01/17,1.2319
20/01/17,.
23/01/17,1.2485
24/01/17,1.2531
25/01/17,1.262
26/01/17,1.2579
27/01/17,1.2531
30/01/17,1.2478
31/01/17,1.2585
01/02/17,1.2643
02/02/17,1.2541
03/02/17,1.2504
06/02/17,1.245
07/02/17,1.2486
08/02/17,1.2543
09/02/17,1.2516
10/02/17,1.2502
13/02/17,1.251
14/02/17,1.2465
15/02/17,1.2465
16/02/17,1.2477
17/02/17,1.2428
20/02/17,.
21/02/17,1.2465
22/02/17,1.2456
23/02/17,1.2548
24/02/17,1.2499
27/02/17,1.2473
28/02/17,1.2427
01/03/17,1.2318
02/03/17,1.2267
03/03/17,1.2249
06/03/17,1.2243
07/03/17,1.2209
08/03/17,1.2152
09/03/17,1.2166
10/03/17,1.2158
13/03/17,1.2234
14/03/17,1.2168
15/03/17,1.2222
16/03/17,1.237
17/03/17,1.2372
20/03/17,1.2365
21/03/17,1.2479
22/03/17,1.2476
23/03/17,1.2526
24/03/17,1.2491
27/03/17,1.2583
28/03/17,1.2503
29/03/17,1.2411
30/03/17,1.2489
31/03/17,1.2537
03/04/17,1.2479
04/04/17,1.2437
05/04/17,1.2488
06/04/17,1.2486
07/04/17,1.2398
10/04/17,1.2418
11/04/17,1.2484
12/04/17,1.25
13/04/17,1.2522
14/04/17,1.2531
17/04/17,1.2587
18/04/17,1.2769
19/04/17,1.2789
20/04/17,1.283
21/04/17,1.2783
24/04/17,1.2783
25/04/17,1.2836
26/04/17,1.2838
27/04/17,1.2889
28/04/17,1.2938
01/05/17,1.2917
02/05/17,1.2921
03/05/17,1.2916
04/05/17,1.291
05/05/17,1.295
08/05/17,1.2942
09/05/17,1.2939
10/05/17,1.2939
11/05/17,1.2885
12/05/17,1.288
15/05/17,1.2917
16/05/17,1.2912
17/05/17,1.2944
18/05/17,1.3009
19/05/17,1.3018
22/05/17,1.3006
23/05/17,1.2984
24/05/17,1.2935
25/05/17,1.2954
26/05/17,1.2795
29/05/17,.
30/05/17,1.2858
31/05/17,1.2905
01/06/17,1.2894
02/06/17,1.2885
05/06/17,1.2917
06/06/17,1.2901
07/06/17,1.2941
08/06/17,1.2939
09/06/17,1.2737
12/06/17,1.2658
13/06/17,1.2739
14/06/17,1.2808
15/06/17,1.2768
16/06/17,1.2778
19/06/17,1.2743
20/06/17,1.2628
21/06/17,1.2667
22/06/17,1.2659
23/06/17,1.2727
26/06/17,1.2732
27/06/17,1.2791
28/06/17,1.2936
29/06/17,1.2984
30/06/17,1.2995
03/07/17,1.2951
04/07/17,.
05/07/17,1.2934
06/07/17,1.2967
07/07/17,1.288
10/07/17,1.2884
11/07/17,1.2851
12/07/17,1.2889
13/07/17,1.2921
14/07/17,1.3079
17/07/17,1.3058
18/07/17,1.3026
19/07/17,1.3036
20/07/17,1.2976
21/07/17,1.2968
24/07/17,1.3028
25/07/17,1.3046
26/07/17,1.3048
27/07/17,1.3065
28/07/17,1.3124
31/07/17,1.3196
01/08/17,1.3206
02/08/17,1.3236
03/08/17,1.3144
04/08/17,1.3036
07/08/17,1.3021
08/08/17,1.2968
09/08/17,1.2997
10/08/17,1.2978
11/08/17,1.2988
14/08/17,1.2975
15/08/17,1.2862
16/08/17,1.286
17/08/17,1.2888
18/08/17,1.2847
21/08/17,1.2903
22/08/17,1.2834
23/08/17,1.2787
24/08/17,1.2802
25/08/17,1.2873
28/08/17,1.2927
29/08/17,1.2937
30/08/17,1.2934
31/08/17,1.2888
01/09/17,1.2972
04/09/17,.
05/09/17,1.3013
06/09/17,1.3073
07/09/17,1.3094
08/09/17,1.3211
11/09/17,1.3173
12/09/17,1.328
13/09/17,1.3218
14/09/17,1.3398
15/09/17,1.3578
18/09/17,1.3485
19/09/17,1.3517
20/09/17,1.3564
21/09/17,1.3576
22/09/17,1.3531
25/09/17,1.3457
26/09/17,1.3422
27/09/17,1.3401
28/09/17,1.3435
29/09/17,1.3402
02/10/17,1.3268
03/10/17,1.3251
04/10/17,1.3268
05/10/17,1.3132
06/10/17,1.3063
09/10/17,.
10/10/17,1.3215
11/10/17,1.321
12/10/17,1.3174
13/10/17,1.3304
16/10/17,1.3285
17/10/17,1.3182
18/10/17,1.3183
19/10/17,1.3181
20/10/17,1.3179
23/10/17,1.3201
24/10/17,1.3124
25/10/17,1.3252
26/10/17,1.3181
27/10/17,1.3108
30/10/17,1.3195
31/10/17,1.3281
01/11/17,1.3257
02/11/17,1.3068
03/11/17,1.3067
06/11/17,1.3145
07/11/17,1.3152
08/11/17,1.3108
09/11/17,1.3133
10/11/17,.
13/11/17,1.3101
14/11/17,1.3128
15/11/17,1.3165
16/11/17,1.3197
17/11/17,1.3222
20/11/17,1.3241
21/11/17,1.3232
22/11/17,1.3291
23/11/17,.
24/11/17,1.3336
27/11/17,1.3333
28/11/17,1.3231
29/11/17,1.3436
30/11/17,1.3506
01/12/17,1.3505
04/12/17,1.3465
05/12/17,1.345
06/12/17,1.3382
07/12/17,1.3432
08/12/17,1.3367
11/12/17,1.3363
12/12/17,1.3323
13/12/17,1.3365
14/12/17,1.344
15/12/17,1.3316
18/12/17,1.3398
19/12/17,1.3356
20/12/17,1.3408
21/12/17,1.3372
22/12/17,1.3379
25/12/17,.
26/12/17,1.3369
27/12/17,1.3403
28/12/17,1.345
29/12/17,1.3529
01/01/18,.
02/01/18,1.3596
03/01/18,1.3522
04/01/18,1.3539
05/01/18,1.3562
08/01/18,1.3566
09/01/18,1.3518
10/01/18,1.3513
11/01/18,1.3543
12/01/18,1.3689
15/01/18,.
16/01/18,1.3774
17/01/18,1.3824
18/01/18,1.3889
19/01/18,1.3857
22/01/18,1.3944
23/01/18,1.3968
24/01/18,1.4198
25/01/18,1.4264
26/01/18,1.4179
29/01/18,1.4042
30/01/18,1.4124
31/01/18,1.419
01/02/18,1.4247
02/02/18,1.4126
05/02/18,1.4022
06/02/18,1.3951
07/02/18,1.3881
08/02/18,1.3915
09/02/18,1.3794
12/02/18,1.382
13/02/18,1.3892
14/02/18,1.3955
15/02/18,1.4061
16/02/18,1.4055
19/02/18,.
20/02/18,1.4021
21/02/18,1.3946
22/02/18,1.3939
23/02/18,1.3979
26/02/18,1.3952
27/02/18,1.3906
28/02/18,1.3794
01/03/18,1.3755
02/03/18,1.3769
05/03/18,1.3856
06/03/18,1.3886
07/03/18,1.3888
08/03/18,1.3824
09/03/18,1.3863
12/03/18,1.3898
13/03/18,1.3987
14/03/18,1.3946
15/03/18,1.3951
16/03/18,1.3919
19/03/18,1.4032
20/03/18,1.4013
21/03/18,1.4064
22/03/18,1.4098
23/03/18,1.4151
26/03/18,1.4236
27/03/18,1.4161
28/03/18,1.411
29/03/18,1.4029
30/03/18,1.4027
02/04/18,1.4032
03/04/18,1.4068
04/04/18,1.4076
05/04/18,1.3991
06/04/18,1.4088
09/04/18,1.4136
10/04/18,1.4161
11/04/18,1.4194
12/04/18,1.4244
13/04/18,1.4255
16/04/18,1.4332
17/04/18,1.4301
18/04/18,1.4227
19/04/18,1.4193
20/04/18,1.4033
23/04/18,1.3953
24/04/18,1.3975
25/04/18,1.3941
26/04/18,1.3927
27/04/18,1.3785
30/04/18,1.3751
01/05/18,1.3611
02/05/18,1.361
03/05/18,1.3569
04/05/18,1.3535
07/05/18,1.3567
08/05/18,1.3521
09/05/18,1.3567
10/05/18,1.3487
11/05/18,1.3549
14/05/18,1.3595
15/05/18,1.3512
16/05/18,1.3478
17/05/18,1.3507
18/05/18,1.3476
21/05/18,1.3418
22/05/18,1.3445
23/05/18,1.3341
24/05/18,1.3384
25/05/18,1.3321
28/05/18,.
29/05/18,1.3258
30/05/18,1.3296
31/05/18,1.3289
01/06/18,1.3358
04/06/18,1.3314
05/06/18,1.336
06/06/18,1.3429
07/06/18,1.3427
08/06/18,1.3406
11/06/18,1.3386
12/06/18,1.3416
13/06/18,1.3378
14/06/18,1.3333
15/06/18,1.3283
18/06/18,1.3247
19/06/18,1.3172
20/06/18,1.3213
21/06/18,1.3251
22/06/18,1.3258
25/06/18,1.3273
26/06/18,1.3243
27/06/18,1.3139
28/06/18,1.3095
29/06/18,1.3197
02/07/18,1.3133
03/07/18,1.3174
04/07/18,.
05/07/18,1.3228
06/07/18,1.3262
09/07/18,1.3202
10/07/18,1.3266
11/07/18,1.3241
12/07/18,1.3238
13/07/18,1.3216
16/07/18,1.3236
17/07/18,1.3161
18/07/18,1.305
19/07/18,1.2987
20/07/18,1.3114
23/07/18,1.3105
24/07/18,1.3135
25/07/18,1.315
26/07/18,1.3119
27/07/18,1.3118
30/07/18,1.314
31/07/18,1.3125
01/08/18,1.312
02/08/18,1.3035
03/08/18,1.3021
06/08/18,1.2947
07/08/18,1.2957
08/08/18,1.288
09/08/18,1.287
10/08/18,1.2769
13/08/18,1.2757
14/08/18,1.2738
15/08/18,1.2685
16/08/18,1.2722
17/08/18,1.2735
20/08/18,1.2765
21/08/18,1.286
22/08/18,1.291
23/08/18,1.283
24/08/18,1.2858
27/08/18,1.2891
28/08/18,1.2886
29/08/18,1.3006
30/08/18,1.2997
31/08/18,1.2964
03/09/18,.
04/09/18,1.2833
05/09/18,1.2903
06/09/18,1.2933
07/09/18,1.2934
10/09/18,1.3026
11/09/18,1.3015
12/09/18,1.3029
13/09/18,1.3104
14/09/18,1.3084
17/09/18,1.3146
18/09/18,1.3158
19/09/18,1.3162
20/09/18,1.3237
21/09/18,1.3067
24/09/18,1.3128
25/09/18,1.3162
26/09/18,1.3182
27/09/18,1.3104
28/09/18,1.3053
01/10/18,1.3032
02/10/18,1.2984
03/10/18,1.2993
04/10/18,1.3014
05/10/18,1.3101
08/10/18,.
09/10/18,1.3139
10/10/18,1.3206
11/10/18,1.3193
12/10/18,1.3154
15/10/18,1.3168
16/10/18,1.321
17/10/18,1.3137
18/10/18,1.3061
19/10/18,1.3045
22/10/18,1.2974
23/10/18,1.2982
24/10/18,1.2898
25/10/18,1.2827
26/10/18,1.2826
29/10/18,1.2807
30/10/18,1.2731
31/10/18,1.2779
01/11/18,1.2974
02/11/18,1.2965
05/11/18,1.302
06/11/18,1.3076
07/11/18,1.3144
08/11/18,1.3116
09/11/18,1.2978
12/11/18,.
13/11/18,1.3031
14/11/18,1.3011
15/11/18,1.2749
16/11/18,1.2839
19/11/18,1.2842
20/11/18,1.2809
21/11/18,1.2776
22/11/18,.
23/11/18,1.2804
26/11/18,1.2809
27/11/18,1.2729
28/11/18,1.2766
29/11/18,1.2789
30/11/18,1.2772
03/12/18,1.2742
04/12/18,1.2719
05/12/18,.
06/12/18,1.2777
07/12/18,1.2749
10/12/18,1.2558
11/12/18,1.2524
12/12/18,1.2658
13/12/18,1.2635
14/12/18,1.257
17/12/18,1.2606
18/12/18,1.2644
19/12/18,1.2669
20/12/18,1.265
21/12/18,1.2681
24/12/18,.
25/12/18,.
26/12/18,1.2676
27/12/18,1.2627
28/12/18,1.2699
31/12/18,1.2763
01/01/19,.
02/01/19,1.2598
03/01/19,1.2633
04/01/19,1.274
07/01/19,1.2757
08/01/19,1.2724
09/01/19,1.2764
10/01/19,1.2768
11/01/19,1.2836
14/01/19,.
15/01/19,1.2761
16/01/19,1.2862
17/01/19,1.294
18/01/19,1.2898
21/01/19,.
22/01/19,1.2955
23/01/19,1.3074
24/01/19,1.3027
25/01/19,1.3176
28/01/19,1.3158
29/01/19,1.3146
30/01/19,1.3062
31/01/19,1.3135
01/02/19,1.3094
04/02/19,1.3068
05/02/19,1.2947
06/02/19,1.2956
07/02/19,1.2966
08/02/19,1.2933
11/02/19,1.2862
12/02/19,1.2887
13/02/19,1.2865
14/02/19,1.2793
15/02/19,1.2857
18/02/19,.
19/02/19,1.3036
20/02/19,.
21/02/19,1.306
22/02/19,1.3067
25/02/19,1.3059
26/02/19,1.3252
27/02/19,1.3318
28/02/19,1.3274
01/03/19,1.3222
04/03/19,1.3186
05/03/19,1.3141
06/03/19,1.3148
07/03/19,1.3107
08/03/19,1.301
11/03/19,1.3095
12/03/19,1.3101
13/03/19,1.323
14/03/19,1.3281
15/03/19,1.3278
18/03/19,1.3223
19/03/19,1.3263
20/03/19,1.3191
21/03/19,1.3073
22/03/19,1.3219
25/03/19,1.3203
26/03/19,1.3215
27/03/19,1.3192
28/03/19,1.3088
29/03/19,1.3032
01/04/19,1.3144
02/04/19,1.3035
03/04/19,1.3181
04/04/19,1.3072
05/04/19,1.301
08/04/19,1.3048
09/04/19,1.3048
10/04/19,1.31
11/04/19,1.3068
12/04/19,1.3086
15/04/19,1.3105
16/04/19,1.3049
17/04/19,1.3036
18/04/19,1.3003
19/04/19,1.3003
22/04/19,1.2983
23/04/19,1.2943
24/04/19,1.2947
25/04/19,1.2901
26/04/19,1.293
29/04/19,1.2924
30/04/19,1.303
01/05/19,1.3091
02/05/19,1.3032
03/05/19,1.3139
06/05/19,1.3093
07/05/19,1.3052
08/05/19,1.3014
09/05/19,1.3013
10/05/19,1.3036
13/05/19,1.2961
14/05/19,1.2921
15/05/19,1.2878
16/05/19,1.2803
17/05/19,1.2723
20/05/19,1.2718
21/05/19,1.2747
22/05/19,1.2674
23/05/19,1.2666
24/05/19,1.27
27/05/19,.
28/05/19,1.2668
29/05/19,1.2631
30/05/19,1.2619
31/05/19,1.262
03/06/19,1.2621
04/06/19,1.2675
05/06/19,1.2706
06/06/19,1.2713
07/06/19,1.274
10/06/19,1.2684
11/06/19,1.2724
12/06/19,1.2693
13/06/19,1.2678
14/06/19,1.2601
17/06/19,1.2568
18/06/19,1.2547
19/06/19,1.2625
20/06/19,1.27
21/06/19,1.2703
24/06/19,1.2728
25/06/19,1.2721
26/06/19,1.2697
27/06/19,1.2674
28/06/19,1.2704
01/07/19,1.2644
02/07/19,1.2599
03/07/19,1.2568
04/07/19,.
05/07/19,1.2506
08/07/19,1.2503
09/07/19,1.2463
10/07/19,1.2507
11/07/19,1.2549
12/07/19,1.2553
15/07/19,1.2523
16/07/19,1.2408
17/07/19,1.2438
18/07/19,1.2494
19/07/19,1.25
22/07/19,1.2475
23/07/19,1.2449
24/07/19,1.2498
25/07/19,1.2471
26/07/19,1.2387
29/07/19,1.2236
30/07/19,1.2148
31/07/19,1.222
01/08/19,1.2145
02/08/19,1.2132
05/08/19,1.2165
06/08/19,1.2149
07/08/19,1.2158
08/08/19,1.2138
09/08/19,1.2085
12/08/19,1.207
13/08/19,1.2067
14/08/19,1.2068
15/08/19,1.2112
16/08/19,1.2152
19/08/19,1.2138
20/08/19,1.2153
21/08/19,1.2142
22/08/19,1.225
23/08/19,1.2261
26/08/19,1.2232
27/08/19,1.2288
28/08/19,1.2248
29/08/19,1.2197
30/08/19,1.2166
02/09/19,.
03/09/19,1.2086
04/09/19,1.219
05/09/19,1.2337
06/09/19,1.2299
09/09/19,1.2368
10/09/19,1.2355
11/09/19,1.2329
12/09/19,1.2357
13/09/19,1.2462
16/09/19,1.2423
17/09/19,1.2493
18/09/19,1.2478
19/09/19,1.2481
20/09/19,1.2489
23/09/19,1.2428
24/09/19,1.2475
25/09/19,1.2363
26/09/19,1.2343
27/09/19,1.2312
30/09/19,1.2305
01/10/19,1.2242
02/10/19,1.2313
03/10/19,1.239
04/10/19,1.2309
07/10/19,1.2322
08/10/19,1.2206
09/10/19,1.2215
10/10/19,1.2382
11/10/19,1.2683
14/10/19,.
15/10/19,1.2737
16/10/19,1.2854
17/10/19,1.2853
18/10/19,1.2904
21/10/19,1.2983
22/10/19,1.2948
23/10/19,1.2886
24/10/19,1.281
25/10/19,1.2833
28/10/19,1.286
29/10/19,1.2905
30/10/19,1.2872
31/10/19,1.2939
01/11/19,1.295
04/11/19,1.2906
05/11/19,1.287
06/11/19,1.2872
07/11/19,1.2829
08/11/19,1.279
11/11/19,.
12/11/19,1.2855
13/11/19,1.284
14/11/19,1.2879
15/11/19,1.2901
18/11/19,1.2965
19/11/19,1.2926
20/11/19,1.2918
21/11/19,1.2915
22/11/19,1.2829
25/11/19,1.2885
26/11/19,1.285
27/11/19,1.2881
28/11/19,.
29/11/19,1.2939
02/12/19,1.2936
